Season,Giornata,Team,Player,V,G,A,R,RS,AG,AM,ES,FV,Role
2016,1,atalanta,Sportiello M.,5.0,-4.0,,,,,,,1.0,P
2016,1,atalanta,Toloi R.,5.0,,,,,,,,5.0,D
2016,1,atalanta,Drame B.,6.0,,,,,,,,6.0,D
2016,1,atalanta,Conti A.,5.0,,1.0,,,,1.0,,5.5,D
2016,1,atalanta,Zukanovic E.,5.0,,,,,,,,5.0,D
2016,1,atalanta,Raimondi C.,5.5,,,,,,1.0,,5.0,D
2016,1,atalanta,Kessie F.,7.0,2.0,,,,,,,13.0,C
2016,1,atalanta,Kurtic J.,5.5,,,,,,,,5.5,C
2016,1,atalanta,Gomez A.,6.0,,,,,,,,6.0,T
2016,1,atalanta,Spinazzola L.,5.0,,,,,,,,5.0,T
2016,1,atalanta,Paloschi A.,6.0,,,,,,,,6.0,A
2016,1,atalanta,Gagliardini R.,,,,,,,,,,C
2016,1,atalanta,Dalessandro M.,7.0,,,,,,,,7.0,T
2016,1,atalanta,Petagna A.,6.0,1.0,,,,,,,9.0,A
2016,1,bologna,Mirante A.,6.0,,,,,,,,6.0,P
2016,1,bologna,Gastaldello D.,6.0,,,,,,,,6.0,D
2016,1,bologna,Maietta D.,6.0,,,,,,,,6.0,D
2016,1,bologna,Masina A.,6.0,,,,,,,,6.0,D
2016,1,bologna,Krafth E.,6.0,,,,,,,,6.0,D
2016,1,bologna,Nagy A.,7.0,,,,,,,,7.0,C
2016,1,bologna,Pulgar E.,6.0,,,,,,1.0,,5.5,C
2016,1,bologna,Taider S.,6.5,,,,,,,,6.5,C
2016,1,bologna,Krejci L.,6.5,,,,,,,,6.5,T
2016,1,bologna,Verdi S.,6.5,,,,,,,,6.5,T
2016,1,bologna,Destro M.,6.5,1.0,,,,,,,9.5,A
2016,1,bologna,Oikonomou M.,6.0,,,,,,,,6.0,D
2016,1,bologna,Dzemaili B.,6.5,,,,,,,,6.5,C
2016,1,bologna,Rizzo L.,6.0,,,,,,,,6.0,T
2016,1,cagliari,Storari M.,5.5,-3.0,,,,,,,2.5,P
2016,1,cagliari,Isla M.,5.5,,,,,,,,5.5,D
2016,1,cagliari,Capuano M.,5.5,,,,,,,,5.5,D
2016,1,cagliari,Murru N.,5.0,,,,,,,,5.0,D
2016,1,cagliari,Alves B.,6.0,,,,,,,,6.0,D
2016,1,cagliari,Ceppitelli L.,6.0,,,,,,,,6.0,D
2016,1,cagliari,Padoin S.,6.0,,,,,,,,6.0,C
2016,1,cagliari,Di Gennaro D.,7.0,,,,,,,,7.0,C
2016,1,cagliari,Ionita A.,6.0,,,,,,1.0,,5.5,C
2016,1,cagliari,Borriello M.,7.0,1.0,,,,,1.0,,9.5,A
2016,1,cagliari,Sau M.,6.0,,1.0,,,,,,7.0,A
2016,1,cagliari,Munari G.,5.5,,,,,,1.0,,5.0,C
2016,1,cagliari,Pajac M.,,,,,,,,,,C
2016,1,cagliari,Giannetti N.,5.5,,,,,,,,5.5,T
2016,1,chievo,Sorrentino S.,6.5,,,,,,,,6.5,P
2016,1,chievo,Gobbi M.,6.5,,,,,,,,6.5,D
2016,1,chievo,Dainelli D.,7.0,,,,,,,,7.0,D
2016,1,chievo,Cesar B.,7.0,,,,,,,,7.0,D
2016,1,chievo,Cacciatore F.,7.0,,,,,,,,7.0,D
2016,1,chievo,Hetemaj P.,7.0,,,,,,,,7.0,C
2016,1,chievo,Radovanovic I.,6.5,,,,,,1.0,,6.0,C
2016,1,chievo,Castro L.,6.5,,,,,,,,6.5,C
2016,1,chievo,Birsa V.,8.0,2.0,,,,,,,14.0,T
2016,1,chievo,Meggiorini R.,6.5,,,,,,1.0,,6.0,A
2016,1,chievo,Inglese R.,7.0,,,,,,,,7.0,A
2016,1,chievo,Rigoni N.,6.0,,,,,,,,6.0,C
2016,1,chievo,Parigini V.,,,,,,,,,,T
2016,1,chievo,Pellissier S.,6.0,,,,,,,,6.0,A
2016,1,crotone,Cordaz A.,7.0,-1.0,,,,,,,6.0,P
2016,1,crotone,Martella B.,6.0,,,,,,,,6.0,D
2016,1,crotone,Ceccherini F.,5.5,,,,,,,,5.5,D
2016,1,crotone,Ferrari G.,5.5,,,,,,,,5.5,D
2016,1,crotone,Dos Santos C.,5.5,,,,,,,,5.5,D
2016,1,crotone,Sampirisi M.,6.0,,,,,,,,6.0,D
2016,1,crotone,Rohden M.,5.5,,,,,,1.0,,5.0,C
2016,1,crotone,Salzano A.,6.0,,,,,,,,6.0,C
2016,1,crotone,Palladino R.,5.0,,,,,,,,5.0,T
2016,1,crotone,Stoian A.,5.0,,,,,,,,5.0,T
2016,1,crotone,Simy ,5.5,,,,,,,,5.5,A
2016,1,crotone,Fazzi N.,,,,,,,,,,C
2016,1,crotone,De Giorgio P.,,,,,,,,,,T
2016,1,empoli,Pelagotti A.,6.0,-1.0,,,,,,,5.0,P
2016,1,empoli,Costa A.,6.0,,,,,,,,6.0,D
2016,1,empoli,Laurini V.,5.5,,,,,,,,5.5,D
2016,1,empoli,Pasqual M.,6.0,,,,,,,,6.0,D
2016,1,empoli,Cosic U.,5.0,,,,,,,,5.0,D
2016,1,empoli,Buchel M.,5.5,,,,,,1.0,,5.0,C
2016,1,empoli,Tello A.,5.0,,,,,,,,5.0,C
2016,1,empoli,Maiello R.,5.0,,,,,,,,5.0,C
2016,1,empoli,Saponara R.,6.0,,,,,,1.0,,5.5,T
2016,1,empoli,Maccarone M.,6.0,,,,,,,1.0,5.0,A
2016,1,empoli,Pucciarelli M.,5.0,,,,,,,,5.0,A
2016,1,empoli,Croce D.,6.0,,,,,,,,6.0,C
2016,1,empoli,Krunic R.,5.5,,,,,,,,5.5,T
2016,1,empoli,Gilardino A.,,,,,,,,,,A
2016,1,fiorentina,Tatarusanu C.,5.0,-2.0,,,,,,,3.0,P
2016,1,fiorentina,Rodriguez G.,5.5,,,,,,,,5.5,D
2016,1,fiorentina,Astori D.,5.0,,,,,,,,5.0,D
2016,1,fiorentina,Alonso M.,5.5,,,,,,,,5.5,D
2016,1,fiorentina,Tomovic N.,5.0,,,,,,1.0,,4.5,D
2016,1,fiorentina,Vecino M.,6.0,,,,,,1.0,,5.5,C
2016,1,fiorentina,Badelj M.,5.0,,,,,,,,5.0,C
2016,1,fiorentina,Chiesa F.,6.0,,,,,,,,6.0,T
2016,1,fiorentina,Ilicic J.,5.5,,1.0,,,,,,6.5,T
2016,1,fiorentina,Bernardeschi F.,5.5,,,,,,,,5.5,T
2016,1,fiorentina,Kalinic N.,6.5,1.0,,,,,1.0,,9.0,A
2016,1,fiorentina,Sanchez C.,6.0,,,,,,,,6.0,C
2016,1,fiorentina,Tello C.,5.5,,,,,,,,5.5,T
2016,1,fiorentina,Rossi G.,,,,,,,,,,A
2016,1,genoa,Lamanna E.,7.0,-1.0,,,,,,,6.0,P
2016,1,genoa,Burdisso N.,6.0,,,,,,1.0,,5.5,D
2016,1,genoa,Izzo A.,6.5,,,,,,1.0,,6.0,D
2016,1,genoa,Gentiletti S.,5.5,,,,,,,,5.5,D
2016,1,genoa,Laxalt D.,6.5,1.0,,,,,,,9.5,C
2016,1,genoa,Rincon T.,6.0,,,,,,,,6.0,C
2016,1,genoa,Veloso M.,6.5,,,,,,1.0,,6.0,C
2016,1,genoa,Ocampos L.,5.0,,,,,,,,5.0,T
2016,1,genoa,Lazovic D.,6.5,,1.0,,,,,,7.5,T
2016,1,genoa,Pavoletti L.,5.5,,,,,,,,5.5,A
2016,1,genoa,Pandev G.,6.0,,,,,,,,6.0,A
2016,1,genoa,Fiamozzi R.,,,,,,,,,,D
2016,1,genoa,Ntcham O.,7.0,1.0,,,,,,,10.0,C
2016,1,genoa,Rigoni L.,6.5,1.0,,,,,1.0,,9.0,C
2016,1,inter,Handanovic S.,5.5,-2.0,,,,,,,3.5,P
2016,1,inter,Miranda J.,5.5,,,,,,,,5.5,D
2016,1,inter,Nagatomo Y.,5.0,,,,,,,,5.0,D
2016,1,inter,Dambrosio D.,4.5,,,,,,1.0,,4.0,D
2016,1,inter,Ranocchia A.,4.0,,,,,,,,4.0,D
2016,1,inter,Medel G.,5.5,,,,,,1.0,,5.0,C
2016,1,inter,Kondogbia G.,6.0,,,,,,1.0,,5.5,C
2016,1,inter,Banega E.,5.0,,,,,,,,5.0,T
2016,1,inter,Candreva A.,5.0,,,,,,,,5.0,T
2016,1,inter,Eder C.,5.5,,,,,,,,5.5,A
2016,1,inter,Icardi M.,5.0,,,,,,,,5.0,A
2016,1,inter,Brozovic M.,5.5,,,,,,1.0,,5.0,C
2016,1,inter,Perisic I.,5.5,,,,,,,,5.5,T
2016,1,inter,Palacio R.,5.5,,,,,,,,5.5,A
2016,1,juventus,Buffon G.,6.0,-1.0,,,,,,,5.0,P
2016,1,juventus,Bonucci L.,6.0,,,,,,,,6.0,D
2016,1,juventus,Chiellini G.,6.5,,1.0,,,,,,7.5,D
2016,1,juventus,Barzagli A.,6.0,,,,,,1.0,,5.5,D
2016,1,juventus,Alves D.,6.0,,,,,,,,6.0,D
2016,1,juventus,Alex Sandro ,5.0,,,,,,,,5.0,D
2016,1,juventus,Khedira S.,7.0,1.0,,,,,,,10.0,C
2016,1,juventus,Lemina M.,6.5,,,,,,,,6.5,C
2016,1,juventus,Asamoah K.,6.5,,,,,,,,6.5,C
2016,1,juventus,Dybala P.,6.5,,,,,,,,6.5,A
2016,1,juventus,Mandzukic M.,6.0,,,,,,,,6.0,A
2016,1,juventus,Evra P.,,,,,,,,,,D
2016,1,juventus,Hernanes ,,,,,,,,,,C
2016,1,juventus,Higuain G.,7.0,1.0,,,,,,,10.0,A
2016,1,lazio,Marchetti F.,5.0,-3.0,,,,,,,2.0,P
2016,1,lazio,Hoedt W.,6.5,1.0,,,,,,,9.5,D
2016,1,lazio,Lukaku J.,6.0,,,,,,1.0,,5.5,D
2016,1,lazio,Basta D.,6.5,,1.0,,,,,,7.5,D
2016,1,lazio,De Vrij S.,6.0,,,,,,,,6.0,D
2016,1,lazio,Biglia L.,6.5,,1.0,,,,,,7.5,C
2016,1,lazio,Parolo M.,6.0,,,,,,,,6.0,C
2016,1,lazio,Milinkovic S.,6.0,,1.0,,,,,,7.0,C
2016,1,lazio,Kishna R.,6.0,,,,,,,,6.0,T
2016,1,lazio,Lombardi C.,6.5,1.0,,,,,,,9.5,A
2016,1,lazio,Immobile C.,7.0,1.0,,,,,1.0,,9.5,A
2016,1,lazio,Wallace ,5.0,,,,,,,,5.0,D
2016,1,lazio,Cataldi D.,6.0,1.0,,,,,,,9.0,C
2016,1,lazio,Djordjevic F.,6.0,,,,,,,,6.0,A
2016,1,milan,Donnarumma G.,7.5,-2.0,,1.0,,,,,8.5,P
2016,1,milan,Abate I.,6.5,,1.0,,,,,,7.5,D
2016,1,milan,Paletta G.,6.0,,,,,,,1.0,5.0,D
2016,1,milan,Romagnoli A.,5.0,,,,,,,,5.0,D
2016,1,milan,Antonelli L.,6.0,,,,,,,,6.0,D
2016,1,milan,Kucka J.,6.0,,,,,,,,6.0,C
2016,1,milan,Montolivo R.,5.5,,,,,,,,5.5,C
2016,1,milan,Suso ,6.5,,,,,,,,6.5,T
2016,1,milan,Bonaventura G.,6.5,,,,,,,,6.5,T
2016,1,milan,Bacca C.,8.0,3.0,,1.0,,,,,17.0,A
2016,1,milan,Niang M.,7.0,,1.0,,,,,,8.0,A
2016,1,milan,Poli A.,,,,,,,,,,C
2016,1,milan,Bertolacci A.,,,,,,,,,,C
2016,1,milan,Adriano L.,,,,,,,,,,A
2016,1,napoli,Reina P.,6.0,-2.0,,,,,,,4.0,P
2016,1,napoli,Albiol R.,5.5,,,,,,1.0,,5.0,D
2016,1,napoli,Hysaj E.,6.0,,,,,,,,6.0,D
2016,1,napoli,Ghoulam F.,5.0,,,,,,,,5.0,D
2016,1,napoli,Koulibaly K.,4.0,,,,,,,,4.0,D
2016,1,napoli,Valdifiori M.,5.5,,,,,,,,5.5,C
2016,1,napoli,Allan M.,6.0,,,,,,,,6.0,C
2016,1,napoli,Hamsik M.,5.5,,,,,,,,5.5,C
2016,1,napoli,Insigne L.,5.0,,,,,,,,5.0,T
2016,1,napoli,Callejon J.,5.5,,,,,,,,5.5,T
2016,1,napoli,Gabbiadini M.,4.5,,,,,,,,4.5,A
2016,1,napoli,Zielinski P.,6.0,,,,,,,,6.0,C
2016,1,napoli,Mertens D.,7.5,2.0,,,,,1.0,,13.0,T
2016,1,napoli,Milik A.,6.5,,,,,,,,6.5,A
2016,1,palermo,Posavec J.,6.5,-1.0,,,,,,,5.5,P
2016,1,palermo,Vitiello R.,6.5,,,,,,,,6.5,D
2016,1,palermo,Cionek T.,5.5,,,,,,,,5.5,D
2016,1,palermo,Aleesami H.,6.0,,,,,,,,6.0,D
2016,1,palermo,Rajkovic S.,5.0,,,,,,,1.0,4.0,D
2016,1,palermo,Rispoli A.,5.5,,,,,,,,5.5,D
2016,1,palermo,Gazzi A.,6.0,,,,,,,,6.0,C
2016,1,palermo,Hiljemark O.,6.0,,,,,,,,6.0,C
2016,1,palermo,Bentivegna A.,5.5,,,,,,,,5.5,T
2016,1,palermo,Quaison R.,5.0,,,,,,1.0,,4.5,T
2016,1,palermo,Balogh N.,5.0,,,,,,,,5.0,A
2016,1,palermo,Sallai R.,6.0,,,,,,,,6.0,T
2016,1,palermo,Embalo C.,,,,,,,,,,T
2016,1,palermo,Nestorovski I.,6.0,,,,,,,,6.0,A
2016,1,pescara,Bizzarri A.,6.0,-2.0,,,,,1.0,,3.5,P
2016,1,pescara,Biraghi C.,7.0,,,,,,,,7.0,D
2016,1,pescara,Coda A.,5.0,,,,,,,,5.0,D
2016,1,pescara,Gyomber N.,6.0,,,,,,1.0,,5.5,D
2016,1,pescara,Zampano F.,6.0,,1.0,,,,,,7.0,D
2016,1,pescara,Memushaj L.,6.0,,,,,,,,6.0,C
2016,1,pescara,Verre V.,6.5,,1.0,,,,,,7.5,C
2016,1,pescara,Cristante B.,5.5,,,,,,,,5.5,C
2016,1,pescara,Brugman G.,6.0,,,,,,1.0,,5.5,C
2016,1,pescara,Benali A.,7.5,1.0,,,,,,,10.5,T
2016,1,pescara,Caprari G.,6.5,1.0,,,,,,,9.5,T
2016,1,pescara,Crescenzi A.,,,,,,,,,,D
2016,1,pescara,Zuparic D.,6.0,,,,,,,,6.0,D
2016,1,pescara,Manaj R.,5.5,,,,,,,,5.5,A
2016,1,roma,Szczesny W.,6.0,,,,,,,,6.0,P
2016,1,roma,Vermaelen T.,6.0,,,,,,,,6.0,D
2016,1,roma,Manolas K.,7.0,,,,,,,,7.0,D
2016,1,roma,Peres B.,7.0,,,,,,,,7.0,D
2016,1,roma,Emerson P.,5.5,,,,,,,,5.5,D
2016,1,roma,Paredes L.,6.5,,,,,,,,6.5,C
2016,1,roma,Nainggolan R.,6.5,,1.0,,,,,,7.5,C
2016,1,roma,Strootman K.,6.5,,,,,,,,6.5,C
2016,1,roma,El Shaarawy S.,6.0,,,,,,,,6.0,T
2016,1,roma,Salah M.,7.0,1.0,,,,,,,10.0,T
2016,1,roma,Dzeko E.,6.5,1.0,,,,,,,9.5,A
2016,1,roma,Jesus J.,6.0,,,,,,,,6.0,D
2016,1,roma,Fazio F.,,,,,,,,,,D
2016,1,roma,Perotti D.,7.0,2.0,,2.0,,,,,13.0,T
2016,1,sampdoria,Viviano E.,6.5,,,,,,1.0,,6.0,P
2016,1,sampdoria,Pavlovic D.,5.5,,,,,,1.0,,5.0,D
2016,1,sampdoria,Silvestre M.,6.0,,,,,,,,6.0,D
2016,1,sampdoria,Regini V.,6.0,,,,,,,,6.0,D
2016,1,sampdoria,Linetty K.,6.0,,,,,,1.0,,5.5,C
2016,1,sampdoria,Barreto E.,6.5,,,,,,1.0,,6.0,C
2016,1,sampdoria,Torreira L.,7.0,,,,,,,,7.0,C
2016,1,sampdoria,Sala J.,6.0,,,,,,,,6.0,C
2016,1,sampdoria,Alvarez R.,7.0,,,,,,,,7.0,T
2016,1,sampdoria,Quagliarella F.,6.0,,,,,,,,6.0,A
2016,1,sampdoria,Muriel L.,7.0,1.0,,,,,,,10.0,A
2016,1,sampdoria,Eramo M.,,,,,,,,,,C
2016,1,sampdoria,Budimir A.,6.0,,,,,,,,6.0,A
2016,1,sampdoria,Schick P.,5.5,,,,,,,,5.5,A
2016,1,sassuolo,Consigli A.,6.5,,,,,,1.0,,6.0,P
2016,1,sassuolo,Acerbi F.,6.0,,,,,,,,6.0,D
2016,1,sassuolo,Antei L.,6.0,,,,,,,,6.0,D
2016,1,sassuolo,Gazzola M.,6.0,,,,,,,,6.0,D
2016,1,sassuolo,Peluso F.,5.5,,,,,,,,5.5,D
2016,1,sassuolo,Magnanelli F.,6.5,,,,,,,,6.5,C
2016,1,sassuolo,Sensi S.,6.5,,,,,,,,6.5,C
2016,1,sassuolo,Mazzitelli L.,6.5,,,,,,1.0,,6.0,C
2016,1,sassuolo,Berardi D.,7.0,1.0,,1.0,,,,,10.0,T
2016,1,sassuolo,Politano M.,6.0,,,,,,,,6.0,T
2016,1,sassuolo,Defrel G.,6.5,,,,,,,,6.5,A
2016,1,sassuolo,Adjapong C.,,,,,,,,,,D
2016,1,sassuolo,Biondini D.,6.0,,,,,,,,6.0,C
2016,1,sassuolo,Falcinelli D.,6.0,,,,,,,,6.0,A
2016,1,torino,Padelli D.,5.5,-3.0,,,,,,,2.5,P
2016,1,torino,De Silvestri L.,5.5,,,,,,,,5.5,D
2016,1,torino,Rossettini L.,5.5,,,,,,1.0,,5.0,D
2016,1,torino,Molinaro C.,5.5,,1.0,,,,,,6.5,D
2016,1,torino,Moretti E.,5.0,,,,,,,,5.0,D
2016,1,torino,Vives G.,5.5,,,,,,,,5.5,C
2016,1,torino,Acquah A.,6.0,,,,,,,,6.0,C
2016,1,torino,Obi J.,5.5,,,,,,1.0,,5.0,C
2016,1,torino,Ljajic A.,6.5,,,,,,,,6.5,T
2016,1,torino,Belotti A.,6.0,1.0,,,1.0,,,,6.0,A
2016,1,torino,Martinez J.,5.0,,,,,,1.0,,4.5,A
2016,1,torino,Baselli D.,7.0,1.0,,,,,,,10.0,C
2016,1,torino,Boye L.,5.5,,,,,,,,5.5,A
2016,1,torino,Lopez M.,5.5,,,,,,,,5.5,A
2016,1,udinese,Karnezis O.,6.0,-4.0,,,,,,,2.0,P
2016,1,udinese,Samir ,5.0,,,,,,1.0,,4.5,D
2016,1,udinese,Widmer S.,6.0,,,,,,,,6.0,D
2016,1,udinese,Heurtaux T.,6.5,,,,,,,,6.5,D
2016,1,udinese,Adnan A.,5.0,,,,,,,,5.0,D
2016,1,udinese,Danilo L.,5.0,,,,,,1.0,,4.5,D
2016,1,udinese,Hallfredsson E.,5.5,,,,,,,,5.5,C
2016,1,udinese,Badu E.,5.5,,,,,,,,5.5,C
2016,1,udinese,Fofana S.,5.5,,,,,,,,5.5,C
2016,1,udinese,De Paul R.,5.5,,,,,,,,5.5,T
2016,1,udinese,Zapata D.,6.0,,,,,,,,6.0,A
2016,1,udinese,Angella G.,5.0,,,,,,,,5.0,D
2016,1,udinese,Lodi F.,,,,,,,,,,C
2016,1,udinese,Penaranda A.,5.0,,,,,,,,5.0,A
2016,2,atalanta,Sportiello M.,5.0,-2.0,,,,,,,3.0,P
2016,2,atalanta,Masiello A.,6.5,,,,,,,,6.5,D
2016,2,atalanta,Zukanovic E.,6.0,,,,,,,,6.0,D
2016,2,atalanta,Raimondi C.,5.0,,,,,,1.0,,4.5,D
2016,2,atalanta,Kessie F.,6.5,1.0,,,,,1.0,,9.0,C
2016,2,atalanta,Carmona C.,4.5,,,,,,,1.0,3.5,C
2016,2,atalanta,Kurtic J.,5.0,,,,,,1.0,,4.5,C
2016,2,atalanta,Dalessandro M.,7.0,,,,,,,,7.0,T
2016,2,atalanta,Gomez A.,5.5,,,,,,1.0,,5.0,T
2016,2,atalanta,Spinazzola L.,5.5,,,,,,,,5.5,T
2016,2,atalanta,Paloschi A.,5.0,,,,,,,,5.0,A
2016,2,atalanta,Conti A.,6.0,,,,,,,,6.0,D
2016,2,atalanta,Konko A.,6.0,,,,,,,,6.0,D
2016,2,atalanta,Petagna A.,6.0,,,,,,,,6.0,A
2016,2,bologna,Mirante A.,5.5,-5.0,,1.0,,,,,3.5,P
2016,2,bologna,Krafth E.,5.0,,,,,,,,5.0,D
2016,2,bologna,Masina A.,5.5,,,,,,,,5.5,D
2016,2,bologna,Gastaldello D.,5.5,,,,,,1.0,,5.0,D
2016,2,bologna,Oikonomou M.,4.5,,,,,,,,4.5,D
2016,2,bologna,Pulgar E.,5.0,,,,,,1.0,,4.5,C
2016,2,bologna,Dzemaili B.,5.0,,,,,,,,5.0,C
2016,2,bologna,Taider S.,6.0,1.0,,,,,,,9.0,C
2016,2,bologna,Verdi S.,5.5,,,,,,,,5.5,T
2016,2,bologna,Rizzo L.,5.5,,,,,,,,5.5,T
2016,2,bologna,Destro M.,5.0,,,,,,,,5.0,A
2016,2,bologna,Nagy A.,5.5,,,,,,,,5.5,C
2016,2,bologna,Di Francesco F.,6.0,,,,,,,,6.0,T
2016,2,bologna,Krejci L.,5.5,,,,,,,,5.5,T
2016,2,cagliari,Storari M.,6.5,-2.0,,,,,,,4.5,P
2016,2,cagliari,Murru N.,6.0,,,,,,1.0,,5.5,D
2016,2,cagliari,Alves B.,7.0,,,,,,,,7.0,D
2016,2,cagliari,Isla M.,5.5,,,,,,1.0,,5.0,D
2016,2,cagliari,Salamon B.,6.5,,,,,,1.0,,6.0,D
2016,2,cagliari,Di Gennaro D.,6.5,,,,,,,,6.5,C
2016,2,cagliari,Ionita A.,6.5,,,,,,,,6.5,C
2016,2,cagliari,Padoin S.,5.5,,,,,,,,5.5,C
2016,2,cagliari,Barella N.,6.5,,,,,,,,6.5,C
2016,2,cagliari,Sau M.,6.5,1.0,,,,,,,9.5,A
2016,2,cagliari,Borriello M.,7.0,1.0,,,,,,,10.0,A
2016,2,cagliari,Deiola A.,,,,,,,,,,C
2016,2,cagliari,Munari G.,,,,,,,,,,C
2016,2,cagliari,Giannetti N.,6.0,,,,,,,,6.0,T
2016,2,chievo,Sorrentino S.,6.0,-1.0,,,,,,,5.0,P
2016,2,chievo,Cacciatore F.,5.0,,,,,,,,5.0,D
2016,2,chievo,Gobbi M.,6.5,,,,,,,,6.5,D
2016,2,chievo,Dainelli D.,5.5,,,,,,,,5.5,D
2016,2,chievo,Cesar B.,5.5,,,,,,1.0,,5.0,D
2016,2,chievo,Hetemaj P.,6.5,,,,,,1.0,,6.0,C
2016,2,chievo,Radovanovic I.,5.5,,,,,,,,5.5,C
2016,2,chievo,Castro L.,6.0,,,,,,,,6.0,C
2016,2,chievo,Birsa V.,5.0,,,,,,,,5.0,T
2016,2,chievo,Inglese R.,5.5,,,,,,,,5.5,A
2016,2,chievo,Meggiorini R.,6.0,,,,,,,,6.0,A
2016,2,chievo,Rigoni N.,,,,,,,,,,C
2016,2,chievo,Jallow L.,,,,,,,,,,T
2016,2,chievo,Pellissier S.,6.0,,,,,,,,6.0,A
2016,2,crotone,Festa M.,7.0,-3.0,,,,,,,4.0,P
2016,2,crotone,Ceccherini F.,5.5,,,,,,,,5.5,D
2016,2,crotone,Rosi A.,6.0,,,,,,,,6.0,D
2016,2,crotone,Dos Santos C.,5.0,,,,,,,,5.0,D
2016,2,crotone,Martella B.,6.0,,,,,,,,6.0,D
2016,2,crotone,Ferrari G.,5.5,,,,,,1.0,,5.0,D
2016,2,crotone,Salzano A.,6.0,,,,,,,,6.0,C
2016,2,crotone,Rohden M.,6.0,,,,,,,,6.0,C
2016,2,crotone,Palladino R.,6.5,1.0,,,,,1.0,,9.0,T
2016,2,crotone,Tonev A.,6.5,,,,,,,,6.5,T
2016,2,crotone,Simy ,5.0,,,,,,,,5.0,A
2016,2,crotone,Sampirisi M.,,,,,,,,,,D
2016,2,crotone,Capezzi L.,,,,,,,,,,C
2016,2,crotone,Di Roberto N.,,,,,,,,,,A
2016,2,empoli,Pelagotti A.,6.0,-2.0,,,,,,,4.0,P
2016,2,empoli,Laurini V.,5.0,,,,,,,1.0,4.0,D
2016,2,empoli,Barba F.,5.5,,,,,,1.0,,5.0,D
2016,2,empoli,Dimarco F.,5.0,,,,,,,,5.0,D
2016,2,empoli,Bellusci G.,5.5,,,,,,,,5.5,D
2016,2,empoli,Diousse A.,5.5,,,,,,,,5.5,C
2016,2,empoli,Croce D.,6.5,,,,,,,,6.5,C
2016,2,empoli,Saponara R.,6.5,,,,,,1.0,,6.0,T
2016,2,empoli,Krunic R.,5.5,,,,,,,,5.5,T
2016,2,empoli,Gilardino A.,6.0,,,,,,,,6.0,A
2016,2,empoli,Pucciarelli M.,5.5,,,,,,1.0,,5.0,A
2016,2,empoli,Zambelli M.,6.0,,,,,,,,6.0,D
2016,2,empoli,Cosic U.,6.0,,,,,,,,6.0,D
2016,2,empoli,Buchel M.,6.5,,,,,,,,6.5,C
2016,2,fiorentina,Tatarusanu C.,6.0,,,,,,,,6.0,P
2016,2,fiorentina,Astori D.,6.0,,,,,,,,6.0,D
2016,2,fiorentina,Milic H.,6.0,,,,,,,,6.0,D
2016,2,fiorentina,Alonso M.,5.5,,,,,,,,5.5,D
2016,2,fiorentina,Tomovic N.,6.0,,,,,,,,6.0,D
2016,2,fiorentina,Vecino M.,,,,,,,,,,C
2016,2,fiorentina,Sanchez C.,7.0,1.0,,,,,,,10.0,C
2016,2,fiorentina,Valero B.,6.5,,,,,,,,6.5,C
2016,2,fiorentina,Tello C.,5.0,,,,,,,,5.0,T
2016,2,fiorentina,Ilicic J.,7.0,,1.0,,,,,,8.0,T
2016,2,fiorentina,Kalinic N.,6.5,,,,,,,,6.5,A
2016,2,fiorentina,Lezzerini L.,7.0,,,,,,,,7.0,P
2016,2,fiorentina,Badelj M.,6.0,,,,,,,,6.0,C
2016,2,fiorentina,Bernardeschi F.,6.0,,,,,,,,6.0,T
2016,2,genoa,Lamanna E.,6.0,-1.0,,,,,,,5.0,P
2016,2,genoa,Izzo A.,6.0,,1.0,,,,1.0,,6.5,D
2016,2,genoa,Munoz E.,5.0,,,,,,,,5.0,D
2016,2,genoa,Burdisso N.,6.0,,,,,,,,6.0,D
2016,2,genoa,Rincon T.,6.0,,,,,,,,6.0,C
2016,2,genoa,Laxalt D.,5.5,,,,,,1.0,,5.0,C
2016,2,genoa,Ntcham O.,5.5,,1.0,,,,,,6.5,C
2016,2,genoa,Veloso M.,6.0,,1.0,,,,,,7.0,C
2016,2,genoa,Lazovic D.,5.5,,,,,,,,5.5,T
2016,2,genoa,Ocampos L.,5.0,,,,,,,,5.0,T
2016,2,genoa,Pavoletti L.,7.0,2.0,,,,,,,13.0,A
2016,2,genoa,Marchese G.,,,,,,,,,,D
2016,2,genoa,Rigoni L.,6.0,,,,,,,,6.0,C
2016,2,genoa,Gakpe S.,6.5,1.0,,,,,,,9.5,T
2016,2,inter,Handanovic S.,,-1.0,,,,,,,5.0,P
2016,2,inter,Dambrosio D.,6.0,,,,,,,,6.0,D
2016,2,inter,Miranda J.,6.0,,,,,,,,6.0,D
2016,2,inter,Murillo J.,6.0,,,,,,1.0,,5.5,D
2016,2,inter,Santon D.,5.0,,,,,,,,5.0,D
2016,2,inter,Medel G.,6.5,,,,,,,,6.5,C
2016,2,inter,Kondogbia G.,5.0,,,,,,,,5.0,C
2016,2,inter,Perisic I.,5.0,,,,,,,,5.0,T
2016,2,inter,Banega E.,5.0,,,,,,,,5.0,T
2016,2,inter,Eder C.,5.5,,,,,,,,5.5,A
2016,2,inter,Icardi M.,6.5,1.0,,,,,,,9.5,A
2016,2,inter,Miangue S.,6.0,,,,,,,,6.0,D
2016,2,inter,Candreva A.,6.5,,1.0,,,,,,7.5,T
