Season,Giornata,Team,Player,V,G,A,R,RS,AG,AM,ES,FV,Role
2016,9,udinese,Heurtaux T.,,,,,,,,,,D
2016,9,udinese,Hallfredsson E.,6.0,,,,,,,,6.0,C
2016,9,udinese,Badu E.,6.0,,,,,,,,6.0,C
2016,10,atalanta,Berisha E.,6.0,,,,,,,,6.0,P
2016,10,atalanta,Conti A.,6.5,,,,,,1.0,,6.0,D
2016,10,atalanta,Drame B.,6.5,,,,,,,,6.5,D
2016,10,atalanta,Konko A.,6.5,,,,,,1.0,,6.0,D
2016,10,atalanta,Caldara M.,7.0,1.0,,,,,,,10.0,D
2016,10,atalanta,Zukanovic E.,6.5,,,,,,,,6.5,D
2016,10,atalanta,Kessie F.,6.5,,,,,,,,6.5,C
2016,10,atalanta,Kurtic J.,7.0,,,,,,,,7.0,C
2016,10,atalanta,Freuler R.,6.5,,1.0,,,,,,7.5,C
2016,10,atalanta,Gomez A.,5.0,,,,,,,,5.0,T
2016,10,atalanta,Paloschi A.,6.0,,,,,,,,6.0,A
2016,10,atalanta,Masiello A.,6.0,,,,,,,,6.0,D
2016,10,atalanta,Gagliardini R.,,,,,,,1.0,,,C
2016,10,atalanta,Dalessandro M.,6.0,,,,,,,,6.0,T
2016,10,bologna,Da Costa A.,7.5,-1.0,,,,,,,6.5,P
2016,10,bologna,Maietta D.,5.0,,,,,,,,5.0,D
2016,10,bologna,Gastaldello D.,6.0,,,,,,,,6.0,D
2016,10,bologna,Masina A.,5.0,,,,,,,,5.0,D
2016,10,bologna,Torosidis V.,5.5,,,,,,,,5.5,D
2016,10,bologna,Dzemaili B.,6.0,,,,,,,,6.0,C
2016,10,bologna,Nagy A.,6.0,,,,,,1.0,,5.5,C
2016,10,bologna,Pulgar E.,6.0,1.0,,,,,,,9.0,C
2016,10,bologna,Mounier A.,5.0,,,,,,,,5.0,T
2016,10,bologna,Verdi S.,6.0,,,,,,1.0,,5.5,T
2016,10,bologna,Krejci L.,5.0,,,,,,,,5.0,T
2016,10,bologna,Mbaye I.,5.0,,,,,1.0,,,3.0,D
2016,10,bologna,Helander F.,6.0,,,,,,1.0,,5.5,D
2016,10,bologna,Sadiq U.,6.5,,1.0,,,,1.0,,7.0,A
2016,10,cagliari,Storari M.,6.0,-4.0,,,,,,,2.0,P
2016,10,cagliari,Bittante L.,5.0,,,,,,,,5.0,D
2016,10,cagliari,Isla M.,4.5,,,,,,,,4.5,D
2016,10,cagliari,Ceppitelli L.,5.0,,,,,,1.0,,4.5,D
2016,10,cagliari,Murru N.,6.0,,,,,,,,6.0,D
2016,10,cagliari,Alves B.,5.0,,,,,,,,5.0,D
2016,10,cagliari,Tachtsidis P.,5.0,,,,,,1.0,,4.5,C
2016,10,cagliari,Padoin S.,5.5,,,,,,,,5.5,C
2016,10,cagliari,Barella N.,5.5,,1.0,,,,,,6.5,C
2016,10,cagliari,Melchiorri F.,5.5,,,,,,,,5.5,A
2016,10,cagliari,Borriello M.,5.0,,,,1.0,,,,2.0,A
2016,10,cagliari,Capuano M.,5.5,1.0,,,,,,,8.5,D
2016,10,cagliari,Dessena D.,6.0,,,,,,1.0,,5.5,C
2016,10,cagliari,Giannetti N.,5.5,,,,,,,,5.5,T
2016,10,chievo,Sorrentino S.,6.0,-1.0,,,,,,,5.0,P
2016,10,chievo,Cacciatore F.,5.5,,,,,,,,5.5,D
2016,10,chievo,Gobbi M.,5.5,,,,,,,,5.5,D
2016,10,chievo,Dainelli D.,7.0,,,,,,,,7.0,D
2016,10,chievo,Spolli N.,6.0,,,,,,,,6.0,D
2016,10,chievo,Radovanovic I.,6.0,,,,,,,,6.0,C
2016,10,chievo,Izco M.,6.0,,,,,,,,6.0,C
2016,10,chievo,Hetemaj P.,7.0,,,,,,,,7.0,C
2016,10,chievo,De Guzman J.,6.5,,,,,,,,6.5,T
2016,10,chievo,Inglese R.,6.5,,,,,,,,6.5,A
2016,10,chievo,Meggiorini R.,6.5,,,,,,,,6.5,A
2016,10,chievo,Birsa V.,6.0,,,,,,,,6.0,T
2016,10,chievo,Pellissier S.,6.0,,,,,,,,6.0,A
2016,10,chievo,Floro Flores A.,5.5,,,,,,,,5.5,A
2016,10,crotone,Cordaz A.,6.5,-1.0,,,,,,,5.5,P
2016,10,crotone,Rosi A.,6.5,,,,,,,,6.5,D
2016,10,crotone,Mesbah D.,6.0,,,,,,,,6.0,D
2016,10,crotone,Ferrari G.,6.0,,,,,,,,6.0,D
2016,10,crotone,Ceccherini F.,6.5,,,,,,1.0,,6.0,D
2016,10,crotone,Rohden M.,4.0,,,,,,,,4.0,C
2016,10,crotone,Barberis A.,6.0,,,,,,,,6.0,C
2016,10,crotone,Capezzi L.,6.0,,,,,,,,6.0,C
2016,10,crotone,Stoian A.,6.0,,,,,,1.0,,5.5,T
2016,10,crotone,Trotta M.,5.5,,,,,,,,5.5,A
2016,10,crotone,Falcinelli D.,6.5,1.0,,,,,,,9.5,A
2016,10,crotone,Dos Santos C.,5.5,,,,,,,,5.5,D
2016,10,crotone,Palladino R.,5.5,,,,,,,,5.5,T
2016,10,crotone,Simy ,,,,,,,,,,A
2016,10,empoli,Skorupski L.,6.5,-2.0,,,,,,,4.5,P
2016,10,empoli,Bellusci G.,5.0,,,,,,1.0,,4.5,D
2016,10,empoli,Costa A.,5.0,,,,,,,,5.0,D
2016,10,empoli,Dimarco F.,5.5,,,,,,,,5.5,D
2016,10,empoli,Veseli F.,5.0,,,,,,,,5.0,D
2016,10,empoli,Buchel M.,5.5,,,,,,,,5.5,C
2016,10,empoli,Diousse A.,5.5,,,,,,,,5.5,C
2016,10,empoli,Saponara R.,5.5,,,,,,,,5.5,T
2016,10,empoli,Krunic R.,5.0,,,,,,,,5.0,T
2016,10,empoli,Mchedlidze L.,5.0,,,,,,,,5.0,A
2016,10,empoli,Pucciarelli M.,5.0,,,,,,,,5.0,A
2016,10,empoli,Croce D.,6.0,,,,,,,,6.0,C
2016,10,empoli,Tello A.,5.5,,,,,,1.0,,5.0,C
2016,10,empoli,Maccarone M.,6.0,,,,,,,,6.0,A
2016,10,fiorentina,Tatarusanu C.,4.0,-1.0,,,,,,,3.0,P
2016,10,fiorentina,Salcedo C.,6.5,,,,,,1.0,,6.0,D
2016,10,fiorentina,Rodriguez G.,4.5,,,,,,,,4.5,D
2016,10,fiorentina,Olivera M.,5.0,,,,,,,,5.0,D
2016,10,fiorentina,Astori D.,7.0,1.0,,,,,,,10.0,D
2016,10,fiorentina,Vecino M.,6.0,,,,,,,,6.0,C
2016,10,fiorentina,Badelj M.,5.0,,,,,,,,5.0,C
2016,10,fiorentina,Bernardeschi F.,5.5,,,,,,,,5.5,T
2016,10,fiorentina,Ilicic J.,5.5,,,,,,,,5.5,T
2016,10,fiorentina,Tello C.,6.0,,,,,,,,6.0,T
2016,10,fiorentina,Babacar K.,4.5,,,,,,,,4.5,A
2016,10,fiorentina,Chiesa F.,6.0,,,,,,,,6.0,T
2016,10,fiorentina,Zarate M.,,,,,,,,,,T
2016,10,fiorentina,Kalinic N.,6.0,,,,,,,,6.0,A
2016,10,genoa,Perin M.,6.5,,,,,,,,6.5,P
2016,10,genoa,Izzo A.,6.5,,,,,,1.0,,6.0,D
2016,10,genoa,Munoz E.,6.5,,,,,,,,6.5,D
2016,10,genoa,Edenilson A.,6.5,,,,,,,,6.5,D
2016,10,genoa,Burdisso N.,7.0,,,,,,,,7.0,D
2016,10,genoa,Laxalt D.,7.0,,,,,,,,7.0,C
2016,10,genoa,Rigoni L.,7.0,,,,,,,,7.0,C
2016,10,genoa,Veloso M.,6.5,,,,,,1.0,,6.0,C
2016,10,genoa,Rincon T.,7.0,,1.0,,,,,,8.0,C
2016,10,genoa,Ninkovic N.,6.5,1.0,,,,,,,9.5,T
2016,10,genoa,Simeone G.,5.5,,,,,,,,5.5,A
2016,10,genoa,Fiamozzi R.,,,,,,,,,,D
2016,10,genoa,Lazovic D.,6.5,,,,,,,,6.5,T
2016,10,genoa,Pavoletti L.,7.0,1.0,,,,,1.0,,9.5,A
2016,10,inter,Handanovic S.,6.0,-1.0,,,,,,,5.0,P
2016,10,inter,Murillo J.,6.5,,,,,,,,6.5,D
2016,10,inter,Nagatomo Y.,6.5,,,,,,,,6.5,D
2016,10,inter,Ansaldi C.,5.0,,,,,,,,5.0,D
2016,10,inter,Miranda J.,6.5,,,,,,,,6.5,D
2016,10,inter,Brozovic M.,6.0,,,,,,,,6.0,C
2016,10,inter,Candreva A.,6.5,,,,,,,,6.5,T
2016,10,inter,Joao Mario ,7.0,,,,,,,,7.0,T
2016,10,inter,Banega E.,6.5,,,,,,,,6.5,T
2016,10,inter,Icardi M.,7.5,2.0,,,,,,,13.5,A
2016,10,inter,Eder C.,6.5,,,,,,,,6.5,A
2016,10,inter,Palacio R.,6.0,,,,,,,,6.0,A
2016,10,juventus,Neto N.,6.5,-1.0,,,,,,,5.5,P
2016,10,juventus,Alves D.,6.0,,,,,,,,6.0,D
2016,10,juventus,Evra P.,6.0,,,,,,,,6.0,D
2016,10,juventus,Chiellini G.,7.0,2.0,,,,,,,13.0,D
2016,10,juventus,Bonucci L.,6.0,,,,,,,,6.0,D
2016,10,juventus,Marchisio C.,7.0,,,,,,,,7.0,C
2016,10,juventus,Pjanic M.,7.0,1.0,1.0,,,,,,11.0,C
2016,10,juventus,Khedira S.,6.5,,,,,,,,6.5,C
2016,10,juventus,Cuadrado J.,7.5,,2.0,,,,,,9.5,T
2016,10,juventus,Mandzukic M.,7.0,1.0,,,,,,,10.0,A
2016,10,juventus,Higuain G.,5.5,,,,,,,,5.5,A
2016,10,juventus,Alex Sandro ,6.0,,,,,,,,6.0,D
2016,10,juventus,Lemina M.,6.0,,,,,,,,6.0,C
2016,10,juventus,Asamoah K.,,,,,,,,,,C
2016,10,lazio,Marchetti F.,7.0,-1.0,,,,,,,6.0,P
2016,10,lazio,Radu S.,6.0,,,,,,,,6.0,D
2016,10,lazio,Hoedt W.,6.5,,,,,,,,6.5,D
2016,10,lazio,Wallace ,6.0,,,,,,1.0,,5.5,D
2016,10,lazio,Patric ,6.5,,,,,,,,6.5,D
2016,10,lazio,Cataldi D.,6.5,,,,,,,,6.5,C
2016,10,lazio,Parolo M.,6.0,,,,,,,,6.0,C
2016,10,lazio,Lulic S.,6.5,,1.0,,,,,,7.5,C
2016,10,lazio,Keita B.,6.5,1.0,,,,,1.0,,9.0,T
2016,10,lazio,Anderson F.,7.0,1.0,,,,,,,10.0,T
2016,10,lazio,Immobile C.,8.0,2.0,,1.0,,,,,14.0,A
2016,10,lazio,Leitner M.,,,,,,,,,,C
2016,10,lazio,Murgia A.,6.0,,,,,,,,6.0,C
2016,10,lazio,Lombardi C.,6.0,,,,,,,,6.0,A
2016,10,milan,Donnarumma G.,6.0,-3.0,,,,,,,3.0,P
2016,10,milan,Romagnoli A.,5.0,,,,,,,,5.0,D
2016,10,milan,De Sciglio M.,5.5,,,,,,,,5.5,D
2016,10,milan,Paletta G.,4.0,,,,,,,1.0,3.0,D
2016,10,milan,Poli A.,5.0,,,,,,,,5.0,C
2016,10,milan,Kucka J.,5.0,,,,,1.0,,,3.0,C
2016,10,milan,Locatelli M.,5.5,,,,,,,,5.5,C
2016,10,milan,Honda K.,5.0,,,,,,,,5.0,T
2016,10,milan,Bonaventura G.,6.5,,,,,,,,6.5,T
2016,10,milan,Bacca C.,5.0,,,,,,,,5.0,A
2016,10,milan,Niang M.,5.5,,,,,,,,5.5,A
2016,10,milan,Gomez G.,5.5,,,,,,,,5.5,D
2016,10,milan,Suso ,6.0,,,,,,,,6.0,T
2016,10,milan,Adriano L.,5.5,,,,,,,,5.5,A
2016,10,napoli,Reina P.,6.5,,,,,,,,6.5,P
2016,10,napoli,Maggio C.,5.5,,,,,,,,5.5,D
2016,10,napoli,Chiriches V.,6.5,1.0,,,,,,,9.5,D
2016,10,napoli,Ghoulam F.,6.0,,,,,,,,6.0,D
2016,10,napoli,Koulibaly K.,6.5,,,,,,,,6.5,D
2016,10,napoli,Zielinski P.,6.0,,,,,,,,6.0,C
2016,10,napoli,Jorginho F.,6.0,,,,,,,,6.0,C
2016,10,napoli,Allan M.,6.0,,,,,,,,6.0,C
2016,10,napoli,Insigne L.,6.0,,,,,,,,6.0,T
2016,10,napoli,Callejon J.,6.5,,,,,,,,6.5,T
2016,10,napoli,Mertens D.,7.0,1.0,,,,,1.0,,9.5,T
2016,10,napoli,Hysaj E.,6.0,,,,,,,,6.0,D
2016,10,napoli,Diawara A.,6.0,,,,,,,,6.0,C
2016,10,napoli,Hamsik M.,6.0,,1.0,,,,,,7.0,C
2016,10,palermo,Posavec J.,5.5,-3.0,,,,,,,2.5,P
2016,10,palermo,Pezzella G.,5.5,,,,,,1.0,,5.0,D
2016,10,palermo,Cionek T.,5.0,,,,,,,,5.0,D
2016,10,palermo,Goldaniga E.,5.0,,,,,,,,5.0,D
2016,10,palermo,Aleesami H.,5.0,,,,,,,,5.0,D
2016,10,palermo,Rispoli A.,6.0,,,,,,,,6.0,D
2016,10,palermo,Gazzi A.,6.0,,,,,,,,6.0,C
2016,10,palermo,Hiljemark O.,5.5,,,,,,,,5.5,C
2016,10,palermo,Diamanti A.,5.5,,,,,,1.0,,5.0,T
2016,10,palermo,Embalo C.,5.5,,,,,,,,5.5,T
2016,10,palermo,Nestorovski I.,6.5,1.0,,,,,,,9.5,A
2016,10,palermo,Chochev I.,5.0,,,,,,,,5.0,C
2016,10,palermo,Sallai R.,4.0,,,,,,,1.0,3.0,T
2016,10,palermo,Quaison R.,,,,,,,,,,T
2016,10,pescara,Bizzarri A.,6.0,-1.0,,,,,,,5.0,P
2016,10,pescara,Campagnaro H.,5.5,,,,,,1.0,,5.0,D
2016,10,pescara,Fornasier M.,5.0,,,,,,,,5.0,D
2016,10,pescara,Crescenzi A.,6.5,,,,,,,,6.5,D
2016,10,pescara,Zampano F.,6.5,,,,,,,,6.5,D
2016,10,pescara,Biraghi C.,6.0,,,,,,1.0,,5.5,D
2016,10,pescara,Memushaj L.,5.5,,,,,,,,5.5,C
2016,10,pescara,Brugman G.,5.5,,,,,,1.0,,5.0,C
2016,10,pescara,Aquilani A.,5.5,,,,,,,,5.5,C
2016,10,pescara,Caprari G.,5.0,,,,,,,,5.0,T
2016,10,pescara,Manaj R.,5.0,,,,,,,,5.0,A
2016,10,pescara,Cristante B.,5.5,,,,,,,,5.5,C
2016,10,pescara,Mitrita A.,5.5,,,,,,,,5.5,T
2016,10,pescara,Pepe S.,6.0,,,,,,,,6.0,T
2016,10,roma,Szczesny W.,6.5,-1.0,,,,,,,5.5,P
2016,10,roma,Manolas K.,6.0,,,,,,,,6.0,D
2016,10,roma,Fazio F.,6.5,,,,,,,,6.5,D
2016,10,roma,Emerson P.,6.5,,,,,,,,6.5,D
2016,10,roma,Florenzi A.,6.0,,,,,,,,6.0,D
2016,10,roma,Strootman K.,5.5,,,,,,,,5.5,C
2016,10,roma,Nainggolan R.,7.0,1.0,,,,,,,10.0,C
2016,10,roma,De Rossi D.,6.5,,,,,,,,6.5,C
2016,10,roma,El Shaarawy S.,6.5,,,,,,,,6.5,T
2016,10,roma,Salah M.,6.0,,1.0,,,,,,7.0,T
2016,10,roma,Dzeko E.,8.0,2.0,,1.0,,,,,14.0,A
2016,10,roma,Rudiger A.,,,,,,,,,,D
2016,10,roma,Paredes L.,6.5,,,,,,,,6.5,C
2016,10,roma,Totti F.,,,,,,,,,,A
2016,10,sampdoria,Puggioni C.,5.5,-4.0,,,,,,,1.5,P
2016,10,sampdoria,Silvestre M.,5.0,,,,,,1.0,,4.5,D
2016,10,sampdoria,Skriniar M.,6.0,,,,,,,,6.0,D
2016,10,sampdoria,Regini V.,4.5,,,,,,,,4.5,D
2016,10,sampdoria,Barreto E.,5.0,,,,,,1.0,,4.5,C
2016,10,sampdoria,Cigarini L.,5.5,,,,,,1.0,,5.0,C
2016,10,sampdoria,Sala J.,5.0,,,,,,,,5.0,C
2016,10,sampdoria,Praet D.,6.5,,1.0,,,,,,7.5,T
2016,10,sampdoria,Alvarez R.,5.5,,,,,,,,5.5,T
2016,10,sampdoria,Budimir A.,5.5,,,,,,,,5.5,A
2016,10,sampdoria,Schick P.,6.0,1.0,,,,,,,9.0,A
2016,10,sampdoria,Djuricic F.,5.5,,,,,,,,5.5,T
2016,10,sampdoria,Quagliarella F.,5.5,,,,,,,,5.5,A
2016,10,sampdoria,Muriel L.,6.0,,,,,,,,6.0,A
2016,10,sassuolo,Consigli A.,5.5,-3.0,,,,,,,2.5,P
2016,10,sassuolo,Peluso F.,6.0,,,,,,,,6.0,D
2016,10,sassuolo,Adjapong C.,5.0,,,,,,,,5.0,D
2016,10,sassuolo,Cannavaro P.,6.5,1.0,,,,,,,9.5,D
2016,10,sassuolo,Gazzola M.,5.0,,,,,,,,5.0,D
2016,10,sassuolo,Acerbi F.,6.5,,,,,,,,6.5,D
2016,10,sassuolo,Mazzitelli L.,6.5,,,,,,1.0,,6.0,C
2016,10,sassuolo,Pellegrini L.,5.5,,,,,,1.0,,5.0,C
2016,10,sassuolo,Politano M.,6.5,,1.0,,,,,,7.5,T
2016,10,sassuolo,Matri A.,5.5,,,,,,,,5.5,A
2016,10,sassuolo,Defrel G.,6.5,,,,,,,,6.5,A
2016,10,sassuolo,Lirola P.,4.5,,,,,,1.0,,4.0,D
2016,10,sassuolo,Biondini D.,5.5,,,,,,,,5.5,C
2016,10,sassuolo,Ricci F.,,,,,,,,,,T
2016,10,torino,Hart J.,5.0,-2.0,,,,,,,3.0,P
2016,10,torino,Zappacosta D.,5.5,,,,,,,,5.5,D
2016,10,torino,Barreca A.,5.5,,,,,,,,5.5,D
2016,10,torino,Rossettini L.,6.0,,,,,,,,6.0,D
2016,10,torino,Moretti E.,6.5,,,,,,,,6.5,D
2016,10,torino,Obi J.,5.5,,,,,,,,5.5,C
2016,10,torino,Acquah A.,5.5,,,,,,,,5.5,C
2016,10,torino,Valdifiori M.,6.0,,,,,,1.0,,5.5,C
2016,10,torino,Ljajic A.,6.0,,,,,,,,6.0,T
2016,10,torino,Iago F.,5.0,,,,,,,,5.0,T
2016,10,torino,Belotti A.,7.0,1.0,,,,,1.0,,9.5,A
2016,10,torino,Benassi M.,5.0,,,,,,1.0,,4.5,C
2016,10,torino,Baselli D.,5.5,,,,,,,,5.5,C
2016,10,torino,Lopez M.,6.5,,,,,,1.0,,6.0,A
2016,10,udinese,Karnezis O.,6.5,-1.0,,,,,,,5.5,P
2016,10,udinese,Danilo L.,6.0,,,,,,,,6.0,D
2016,10,udinese,Felipe D.,5.5,,,,,,1.0,,5.0,D
2016,10,udinese,Angella G.,5.0,,,,,,,,5.0,D
2016,10,udinese,Widmer S.,6.5,,1.0,,,,1.0,,7.0,D
2016,10,udinese,Fofana S.,8.0,2.0,,,,,,,14.0,C
2016,10,udinese,Hallfredsson E.,5.5,,,,,,,,5.5,C
2016,10,udinese,Kums S.,5.0,,,,,,,,5.0,C
2016,10,udinese,Matos R.,5.0,,,,,,,,5.0,T
2016,10,udinese,Thereau C.,7.0,1.0,,,,,,,10.0,A
2016,10,udinese,Zapata D.,6.0,,,,,,,,6.0,A
2016,10,udinese,Jankto J.,,,,,,,,,,C
2016,10,udinese,Badu E.,6.5,,1.0,,,,,,7.5,C
2016,10,udinese,De Paul R.,6.0,,,,,,,,6.0,T
2016,11,atalanta,Berisha E.,7.0,,,,,,,,7.0,P
2016,11,atalanta,Masiello A.,6.5,,,,,,,,6.5,D
2016,11,atalanta,Caldara M.,6.5,,,,,,,,6.5,D
2016,11,atalanta,Drame B.,,,,,,,,,,D
2016,11,atalanta,Conti A.,7.0,,,,,,1.0,,6.5,D
2016,11,atalanta,Konko A.,6.0,,,,,,,,6.0,D
2016,11,atalanta,Freuler R.,7.0,,,,,,,,7.0,C
2016,11,atalanta,Gagliardini R.,7.5,,1.0,,,,,,8.5,C
2016,11,atalanta,Kurtic J.,7.5,2.0,,,,,,,13.5,C
2016,11,atalanta,Gomez A.,7.0,1.0,,,,,,,10.0,T
2016,11,atalanta,Petagna A.,7.0,,1.0,,,,,,8.0,A
2016,11,atalanta,Zukanovic E.,6.5,,,,,,,,6.5,D
2016,11,atalanta,Dalessandro M.,6.0,,,,,,,,6.0,T
2016,11,atalanta,Spinazzola L.,6.5,,,,,,,,6.5,T
2016,11,bologna,Da Costa A.,6.0,-1.0,,,,,,,5.0,P
2016,11,bologna,Masina A.,5.0,,,,,,1.0,,4.5,D
2016,11,bologna,Mbaye I.,5.0,,,,,,1.0,,4.5,D
2016,11,bologna,Helander F.,6.0,,,,,,,,6.0,D
2016,11,bologna,Gastaldello D.,4.0,,,,,,,1.0,3.0,D
2016,11,bologna,Dzemaili B.,6.0,,,,,,1.0,,5.5,C
2016,11,bologna,Pulgar E.,5.5,,,,,,,,5.5,C
2016,11,bologna,Taider S.,5.5,,,,,,,,5.5,C
2016,11,bologna,Krejci L.,6.0,,,,,,,,6.0,T
2016,11,bologna,Verdi S.,,,,,,,,,,T
2016,11,bologna,Floccari S.,5.0,,,,,,,,5.0,A
2016,11,bologna,Di Francesco F.,,,,,,,,,,T
2016,11,bologna,Rizzo L.,5.5,,,,,,,,5.5,T
2016,11,bologna,Sadiq U.,5.5,,,,,,,,5.5,A
2016,11,cagliari,Storari M.,6.0,-1.0,,,,,1.0,,4.5,P
2016,11,cagliari,Alves B.,6.0,,,,,,,,6.0,D
2016,11,cagliari,Ceppitelli L.,5.5,,,,,,,,5.5,D
2016,11,cagliari,Pisacane F.,6.0,,,,,,1.0,,5.5,D
2016,11,cagliari,Isla M.,6.0,,,,,,,,6.0,D
2016,11,cagliari,Padoin S.,6.5,,,,,,1.0,,6.0,C
2016,11,cagliari,Tachtsidis P.,6.5,,,,,,,,6.5,C
2016,11,cagliari,Di Gennaro D.,6.0,,1.0,,,,,,7.0,C
2016,11,cagliari,Dessena D.,7.5,2.0,,,,,,,13.5,C
2016,11,cagliari,Borriello M.,6.0,,,,,,,,6.0,A
2016,11,cagliari,Sau M.,6.5,,1.0,,,,1.0,,7.0,A
2016,11,cagliari,Barella N.,,,,,,,1.0,,,C
2016,11,cagliari,Munari G.,6.0,,,,,,,,6.0,C
2016,11,cagliari,Melchiorri F.,6.0,,,,,,,,6.0,A
2016,11,chievo,Sorrentino S.,7.5,-2.0,,,,,,,5.5,P
2016,11,chievo,Gamberini A.,5.5,,,,,,,,5.5,D
2016,11,chievo,Spolli N.,5.0,,,,,,1.0,,4.5,D
2016,11,chievo,Frey N.,5.5,,,,,,,,5.5,D
2016,11,chievo,Cacciatore F.,5.0,,,,,,,,5.0,D
2016,11,chievo,Hetemaj P.,5.0,,,,,,1.0,,4.5,C
2016,11,chievo,Castro L.,4.5,,,,,,,,4.5,C
2016,11,chievo,Rigoni N.,5.0,,,,,,,,5.0,C
2016,11,chievo,Birsa V.,6.0,,,,,,,,6.0,T
2016,11,chievo,Floro Flores A.,5.5,,,,,,,,5.5,A
2016,11,chievo,Inglese R.,4.5,,,,,,,,4.5,A
2016,11,chievo,Radovanovic I.,5.0,,,,,,,,5.0,C
2016,11,chievo,Parigini V.,5.0,,,,,,,,5.0,T
2016,11,chievo,Pellissier S.,5.0,,,,,,,,5.0,A
2016,11,crotone,Cordaz A.,7.0,,,,,,,,7.0,P
2016,11,crotone,Rosi A.,6.0,,,,,,1.0,,5.5,D
2016,11,crotone,Mesbah D.,6.5,,,,,,,,6.5,D
2016,11,crotone,Ferrari G.,6.5,,,,,,,,6.5,D
2016,11,crotone,Ceccherini F.,6.0,,,,,,,,6.0,D
2016,11,crotone,Rohden M.,6.0,,,,,,,,6.0,C
2016,11,crotone,Barberis A.,7.0,,,,,,,,7.0,C
2016,11,crotone,Capezzi L.,6.5,,,,,,,,6.5,C
2016,11,crotone,Stoian A.,,,,,,,,,6.0,T
2016,11,crotone,Falcinelli D.,7.0,1.0,,,,,,,10.0,A
2016,11,crotone,Trotta M.,7.0,1.0,,1.0,,,,,10.0,A
2016,11,crotone,Sampirisi M.,6.5,,1.0,,,,,,7.5,D
2016,11,crotone,Crisetig L.,,,,,,,,,,C
2016,11,crotone,Nalini A.,6.5,,,,,,,,6.5,T
2016,11,empoli,Skorupski L.,8.0,,,,,,,,8.0,P
2016,11,empoli,Costa A.,6.5,,,,,,,,6.5,D
2016,11,empoli,Pasqual M.,7.0,,,,,,1.0,,6.5,D
2016,11,empoli,Bellusci G.,6.5,,,,,,1.0,,6.0,D
2016,11,empoli,Veseli F.,6.0,,,,,,1.0,,5.5,D
2016,11,empoli,Diousse A.,6.5,,,,,,1.0,,6.0,C
2016,11,empoli,Croce D.,6.0,,,,,,,,6.0,C
2016,11,empoli,Krunic R.,5.0,,,,,,,,5.0,T
2016,11,empoli,Saponara R.,5.5,,,,,,,,5.5,T
2016,11,empoli,Pucciarelli M.,5.5,,,,,,,,5.5,A
2016,11,empoli,Gilardino A.,5.0,,,,,,1.0,,4.5,A
2016,11,empoli,Buchel M.,6.0,,,,,,,,6.0,C
2016,11,empoli,Tello A.,6.0,,,,,,1.0,,5.5,C
2016,11,empoli,Maccarone M.,5.5,,,,,,,,5.5,A
2016,11,fiorentina,Tatarusanu C.,6.0,,,,,,,,6.0,P
2016,11,fiorentina,Rodriguez G.,6.5,,,,,,,,6.5,D
2016,11,fiorentina,Milic H.,6.0,,,,,,,,6.0,D
2016,11,fiorentina,Astori D.,6.5,,,,,,,,6.5,D
2016,11,fiorentina,Salcedo C.,5.5,,,,,,1.0,,5.0,D
2016,11,fiorentina,Valero B.,6.5,,,,,,,,6.5,C
2016,11,fiorentina,Badelj M.,6.5,,,,,,,,6.5,C
2016,11,fiorentina,Ilicic J.,7.0,,,,,,,,7.0,T
2016,11,fiorentina,Bernardeschi F.,6.5,,,,,,,,6.5,T
2016,11,fiorentina,Tello C.,6.0,,,,,,,,6.0,T
2016,11,fiorentina,Kalinic N.,6.5,1.0,,1.0,,,1.0,,9.0,A
2016,11,fiorentina,Tomovic N.,6.0,,,,,,1.0,,5.5,D
2016,11,fiorentina,Sanchez C.,6.0,,,,,,,,6.0,C
2016,11,fiorentina,Cristoforo S.,,,,,,,,,,C
2016,11,genoa,Perin M.,7.0,-3.0,,,,,,,4.0,P
2016,11,genoa,Burdisso N.,5.5,,,,,,,,5.5,D
2016,11,genoa,Gentiletti S.,5.0,,,,,,,,5.0,D
2016,11,genoa,Munoz E.,5.5,,,,,,1.0,,5.0,D
2016,11,genoa,Rincon T.,6.5,,,,,,,,6.5,C
2016,11,genoa,Veloso M.,5.5,,,,,,,,5.5,C
2016,11,genoa,Laxalt D.,6.0,,,,,,1.0,,5.5,C
2016,11,genoa,Ntcham O.,5.0,,,,,,,,5.0,C
2016,11,genoa,Rigoni L.,5.5,,,,,,,,5.5,C
2016,11,genoa,Lazovic D.,6.0,,,,,,,,6.0,T
2016,11,genoa,Pavoletti L.,5.5,,,,,,,,5.5,A
2016,11,genoa,Ninkovic N.,6.0,,,,,,,,6.0,T
2016,11,genoa,Pandev G.,,,,,,,,,,A
2016,11,genoa,Simeone G.,5.0,,,,,,,,5.0,A
2016,11,inter,Handanovic S.,6.5,-1.0,,,,,,,5.5,P
2016,11,inter,Miranda J.,6.0,,,,,,1.0,,5.5,D
2016,11,inter,Murillo J.,6.5,,,,,,,,6.5,D
2016,11,inter,Santon D.,5.5,,,,,,,,5.5,D
2016,11,inter,Ansaldi C.,5.0,,,,,,1.0,,4.5,D
2016,11,inter,Brozovic M.,6.5,,,,,,,,6.5,C
2016,11,inter,Joao Mario ,4.5,,,,,,1.0,,4.0,T
2016,11,inter,Banega E.,5.0,,,,,,,,5.0,T
2016,11,inter,Candreva A.,6.5,,,,,,,,6.5,T
2016,11,inter,Eder C.,6.5,,,,,,,,6.5,A
